id,ling_id,group_id,name,creator_id
0,41,group_0,user_0_4
1,41,group_0,user_0_2
2,22,group_0,user_0_5
3,17,group_0,user_0_1
4,17,group_0,user_0_4
5,0,group_0,user_0_6
6,6,group_0,user_0_2
7,0,group_0,user_0_6
8,6,group_0,user_0_6
9,41,group_0,user_0_9
10,36,group_0,user_0_0
11,17,group_0,user_0_7
12,6,group_0,user_0_7
13,36,group_0,user_0_2
14,0,group_0,user_0_1
15,41,group_0,user_0_0
16,0,group_0,user_0_3
17,0,group_0,user_0_0
18,6,group_0,user_0_8
19,0,group_0,user_0_3
20,6,group_0,user_0_6
21,0,group_0,user_0_0
22,6,group_0,user_0_4
23,12,group_0,user_0_2
24,6,group_0,user_0_0
25,12,group_0,user_0_3
26,33,group_0,user_0_7
27,17,group_0,user_0_0
28,41,group_0,user_0_3
29,6,group_0,user_0_2
30,41,group_0,user_0_3
31,41,group_0,user_0_5
32,0,group_0,user_0_3
33,6,group_0,user_0_8
34,6,group_0,user_0_4
35,17,group_0,user_0_8
36,12,group_0,user_0_5
37,0,group_0,user_0_0
38,22,group_0,user_0_1
39,0,group_0,user_0_8
40,0,group_0,user_0_5
41,17,group_0,user_0_2
42,33,group_0,user_0_4
43,36,group_0,user_0_3
44,22,group_0,user_0_3
45,33,group_0,user_0_6
46,6,group_0,user_0_4
47,0,group_0,user_0_6
48,36,group_0,user_0_0
49,17,group_0,user_0_4
2000,29,group_1,user_0_8
2001,8,group_1,user_0_2
2002,31,group_1,user_0_3
2003,38,group_1,user_0_3
2004,40,group_1,user_0_0
2005,42,group_1,user_0_9
2006,20,group_1,user_0_5
2007,30,group_1,user_0_8
2008,46,group_1,user_0_5
2009,47,group_1,user_0_4
2010,38,group_1,user_0_9
2011,4,group_1,user_0_4
2012,40,group_1,user_0_9
2013,34,group_1,user_0_9
2014,15,group_1,user_0_3
2015,19,group_1,user_0_2
2016,34,group_1,user_0_5
2017,25,group_1,user_0_7
2018,4,group_1,user_0_2
2019,18,group_1,user_0_4
2020,20,group_1,user_0_7
2021,34,group_1,user_0_2
2022,34,group_1,user_0_3
2023,47,group_1,user_0_1
2024,24,group_1,user_0_1
2025,20,group_1,user_0_2
2026,3,group_1,user_0_8
2027,48,group_1,user_0_8
2028,47,group_1,user_0_2
2029,42,group_1,user_0_5
2030,34,group_1,user_0_3
2031,24,group_1,user_0_2
2032,18,group_1,user_0_3
2033,9,group_1,user_0_4
2034,30,group_1,user_0_2
2035,4,group_1,user_0_7
2036,38,group_1,user_0_9
2037,47,group_1,user_0_6
2038,42,group_1,user_0_0
2039,42,group_1,user_0_3
2040,48,group_1,user_0_0
2041,42,group_1,user_0_6
2042,34,group_1,user_0_4
2043,20,group_1,user_0_9
2044,34,group_1,user_0_6
2045,19,group_1,user_0_7
2046,9,group_1,user_0_6
2047,47,group_1,user_0_3
2048,24,group_1,user_0_1
2049,46,group_1,user_0_0
4000,49,group_2,user_1_0
4001,27,group_2,user_1_8
4002,14,group_2,user_1_8
4003,45,group_2,user_1_8
4004,39,group_2,user_1_6
4005,2,group_2,user_1_9
4006,26,group_2,user_1_3
4007,43,group_2,user_1_8
4008,43,group_2,user_1_5
4009,35,group_2,user_1_1
4010,49,group_2,user_1_1
4011,16,group_2,user_1_4
4012,27,group_2,user_1_5
4013,44,group_2,user_1_7
4014,7,group_2,user_1_8
4015,16,group_2,user_1_7
4016,45,group_2,user_1_4
4017,2,group_2,user_1_8
4018,14,group_2,user_1_0
4019,39,group_2,user_1_1
4020,2,group_2,user_1_8
4021,2,group_2,user_1_2
4022,5,group_2,user_1_2
4023,28,group_2,user_1_3
4024,1,group_2,user_1_3
4025,27,group_2,user_1_2
4026,44,group_2,user_1_9
4027,35,group_2,user_1_2
4028,21,group_2,user_1_2
4029,21,group_2,user_1_1
4030,11,group_2,user_1_7
4031,7,group_2,user_1_8
4032,23,group_2,user_1_5
4033,49,group_2,user_1_4
4034,39,group_2,user_1_4
4035,44,group_2,user_1_4
4036,49,group_2,user_1_2
4037,39,group_2,user_1_4
4038,11,group_2,user_1_9
4039,11,group_2,user_1_0
4040,28,group_2,user_1_9
4041,7,group_2,user_1_8
4042,11,group_2,user_1_8
4043,7,group_2,user_1_0
4044,2,group_2,user_1_7
4045,14,group_2,user_1_1
4046,7,group_2,user_1_1
4047,39,group_2,user_1_2
4048,23,group_2,user_1_6
4049,45,group_2,user_1_0
